item_no,category,main_promotion,color,stars,success_indicator
505383,Blouse,Display_Ad_Campaign,Blue,4.5,top
910191,Hoodie,Catalog,Green,3.2,flop
656305,Tunic,Catalog,Red,3.6,flop
631632,Polo-Shirt,Display_Ad_Campaign,Yellow,4.8,top
630804,Sweatshirt,Display_Ad_Campaign,Red,4.1,top
383799,Polo-Shirt,Display_Ad_Campaign,Yellow,4.9,top
844925,Tunic,Category_Highlight,Blue,5.0,top
586890,Sweatshirt,Frontpage_Header,Pink,3.1,top
747321,Polo-Shirt,Display_Ad_Campaign,Yellow,4.4,top
509834,Polo-Shirt,Category_Highlight,White,3.5,top
403694,Tunic,Category_Highlight,Multi-Color,3.3,top
764951,T-Shirt,Category_Highlight,Black,2.7,top
125682,Polo-Shirt,Frontpage_Header,Brown,2.3,flop
723884,T-Shirt,Category_Highlight,Blue,2.3,top
900225,Tunic,Catalog,Yellow,2.9,flop
221155,T-Shirt,Frontpage_Header,Yellow,5.4,top
858177,Sweatshirt,Category_Highlight,Blue,3.2,top
489879,Tunic,Frontpage_Header,Green,4.2,flop
179569,Blouse,Frontpage_Header,Black,4.5,flop
728223,Sweatshirt,Frontpage_Header,Black,5.1,top
731088,Blouse,Frontpage_Header,Multi-Color,2.4,flop
761004,T-Shirt,Frontpage_Header,Multi-Color,4.0,top
336114,Tunic,Category_Highlight,Blue,4.5,top
444165,Tunic,Category_Highlight,Red,2.9,flop
909288,Tunic,Frontpage_Header,White,3.1,top
375794,Tunic,Display_Ad_Campaign,Black,2.2,flop
753310,Sweatshirt,Category_Highlight,Blue,2.5,flop
478671,Hoodie,Catalog,Yellow,3.7,top
416784,Polo-Shirt,Catalog,Yellow,3.6,top
744793,Hoodie,Category_Highlight,Orange,2.4,flop
814445,T-Shirt,Frontpage_Header,Yellow,4.0,top
669573,Polo-Shirt,Category_Highlight,Pink,2.0,flop
295814,Tunic,Frontpage_Header,Yellow,2.6,flop
803047,Blouse,Catalog,Blue,5.1,top
315329,Tunic,Category_Highlight,Green,3.4,top
357681,Tunic,Frontpage_Header,Blue,3.5,top
316918,Sweatshirt,Frontpage_Header,Green,2.4,top
574084,Hoodie,Catalog,Multi-Color,2.6,flop
348800,Blouse,Catalog,Black,3.9,top
655164,Hoodie,Category_Highlight,White,4.2,top
165414,Polo-Shirt,Display_Ad_Campaign,Yellow,5.0,top
718253,Tunic,Category_Highlight,Green,3.4,top
354062,Tunic,Category_Highlight,White,3.3,top
518339,Sweatshirt,Frontpage_Header,Blue,3.1,top
800671,Polo-Shirt,Category_Highlight,Multi-Color,2.3,flop
457027,T-Shirt,Category_Highlight,Blue,3.5,top
796634,Blouse,Frontpage_Header,Multi-Color,2.0,flop
862185,Sweatshirt,Frontpage_Header,Green,3.5,flop
923182,T-Shirt,Frontpage_Header,Yellow,4.1,top
384986,T-Shirt,Display_Ad_Campaign,Red,4.3,top
474125,Hoodie,Catalog,Green,3.5,top
287122,Polo-Shirt,Frontpage_Header,Orange,1.8,flop
148461,Hoodie,Frontpage_Header,Blue,4.1,top
914128,T-Shirt,Catalog,Black,3.4,top
283840,Polo-Shirt,Catalog,Pink,3.2,top
645498,Sweatshirt,Frontpage_Header,Black,4.6,top
504278,T-Shirt,Catalog,Multi-Color,2.7,flop
178021,Polo-Shirt,Catalog,Multi-Color,2.8,flop
357441,T-Shirt,Category_Highlight,Green,4.8,top
213344,Blouse,Catalog,Red,4.1,top
486165,T-Shirt,Display_Ad_Campaign,Black,4.0,top
530912,Polo-Shirt,Category_Highlight,Multi-Color,3.5,top
650561,T-Shirt,Catalog,Red,4.3,top
151440,T-Shirt,Catalog,Red,2.1,flop
599107,Tunic,Category_Highlight,Red,3.1,top
471052,Tunic,Category_Highlight,Multi-Color,3.1,flop
380257,Polo-Shirt,Frontpage_Header,Green,3.6,top
734494,Sweatshirt,Frontpage_Header,Red,4.7,top
379110,Polo-Shirt,Category_Highlight,Multi-Color,3.7,flop
105309,Polo-Shirt,Catalog,Yellow,3.7,top
496399,Tunic,Display_Ad_Campaign,Multi-Color,4.5,top
250036,Tunic,Category_Highlight,Green,2.9,flop
486153,Sweatshirt,Display_Ad_Campaign,Blue,2.9,top
485602,T-Shirt,Catalog,Brown,5.3,flop
864162,T-Shirt,Frontpage_Header,Multi-Color,2.4,flop
314267,Sweatshirt,Catalog,Orange,4.5,top
147351,Polo-Shirt,Catalog,Pink,3.1,top
424447,Tunic,Category_Highlight,Yellow,3.1,top
600958,Hoodie,Catalog,Orange,4.8,top
824269,Blouse,Frontpage_Header,Blue,3.8,top
655631,Sweatshirt,Frontpage_Header,White,3.4,top
654558,Hoodie,Frontpage_Header,Brown,3.1,flop
109301,T-Shirt,Catalog,Green,5.6,top
756157,T-Shirt,Frontpage_Header,Black,5.1,top
179514,Blouse,Display_Ad_Campaign,Blue,4.9,top
914774,Polo-Shirt,Category_Highlight,Multi-Color,2.8,top
965362,Sweatshirt,Frontpage_Header,Yellow,2.7,top
228013,Tunic,Catalog,Yellow,3.3,top
150731,Tunic,Category_Highlight,Yellow,3.3,flop
249101,Tunic,Display_Ad_Campaign,Multi-Color,4.2,top
640793,Blouse,Frontpage_Header,Red,3.9,top
699044,Tunic,Category_Highlight,Multi-Color,3.8,top
942688,Sweatshirt,Category_Highlight,Red,1.4,flop
767544,Tunic,Category_Highlight,Yellow,2.3,flop
929127,Tunic,Frontpage_Header,Multi-Color,2.9,top
218910,Blouse,Frontpage_Header,Blue,2.2,flop
970555,Polo-Shirt,Catalog,Red,2.4,flop
134447,Polo-Shirt,Catalog,Green,2.6,flop
834612,Hoodie,Catalog,Yellow,2.7,top
524060,Tunic,Catalog,Black,4.1,top
549186,Sweatshirt,Catalog,Red,2.0,flop
943259,Polo-Shirt,Catalog,Green,3.3,top
338134,Tunic,Category_Highlight,Blue,4.7,top
715179,T-Shirt,Category_Highlight,Multi-Color,2.6,flop
931639,Polo-Shirt,Catalog,Multi-Color,3.1,flop
557591,Polo-Shirt,Catalog,Blue,1.3,flop
914276,Hoodie,Catalog,Multi-Color,2.4,flop
630799,T-Shirt,Category_Highlight,Blue,3.7,top
165166,Tunic,Display_Ad_Campaign,Black,2.2,flop
157932,Sweatshirt,Display_Ad_Campaign,Blue,3.4,top
164226,Hoodie,Category_Highlight,White,4.6,top
489471,Polo-Shirt,Catalog,Blue,1.5,flop
690974,Tunic,Frontpage_Header,Blue,3.7,top
600667,Sweatshirt,Catalog,Orange,2.2,top
700290,Tunic,Frontpage_Header,Blue,3.5,top
448669,Polo-Shirt,Frontpage_Header,Yellow,2.1,flop
914074,T-Shirt,Category_Highlight,Yellow,4.5,top
872938,T-Shirt,Catalog,Red,3.9,top
317482,Sweatshirt,Frontpage_Header,Green,2.6,top
768189,Polo-Shirt,Catalog,Yellow,3.7,top
267511,Blouse,Frontpage_Header,Multi-Color,2.8,flop
891373,Blouse,Frontpage_Header,Blue,5.3,top
795398,Sweatshirt,Frontpage_Header,Blue,3.1,top
637092,Polo-Shirt,Frontpage_Header,Yellow,2.3,top
105013,Sweatshirt,Frontpage_Header,Green,3.2,top
544135,Blouse,Display_Ad_Campaign,Orange,3.1,top
429904,Blouse,Category_Highlight,Black,5.4,top
838283,Tunic,Category_Highlight,Brown,4.6,top
400138,Polo-Shirt,Catalog,Blue,1.4,flop
977663,Sweatshirt,Category_Highlight,Multi-Color,1.0,flop
818378,Tunic,Frontpage_Header,Multi-Color,2.4,top
617044,Hoodie,Frontpage_Header,White,4.8,top
754984,T-Shirt,Category_Highlight,Green,4.5,top
318663,Sweatshirt,Frontpage_Header,Black,3.9,top
744145,Tunic,Frontpage_Header,Blue,2.9,top
352940,Sweatshirt,Category_Highlight,Red,1.4,flop
159978,Tunic,Frontpage_Header,Red,2.9,flop
273760,Blouse,Frontpage_Header,Black,3.8,top
130564,Blouse,Display_Ad_Campaign,Blue,4.9,top
599494,T-Shirt,Display_Ad_Campaign,Blue,5.4,flop
243622,Tunic,Frontpage_Header,Black,3.0,top
739419,Tunic,Display_Ad_Campaign,Black,3.1,flop
638294,Sweatshirt,Frontpage_Header,Brown,3.4,flop
126167,Polo-Shirt,Category_Highlight,Multi-Color,2.8,flop
737380,Sweatshirt,Catalog,Pink,4.0,top
373247,Tunic,Catalog,Green,1.7,flop
815423,T-Shirt,Catalog,Multi-Color,0.8,flop
733698,Tunic,Category_Highlight,Black,5.4,top
234192,Polo-Shirt,Category_Highlight,Green,3.1,flop
691086,Tunic,Category_Highlight,Red,3.6,top
768245,Sweatshirt,Frontpage_Header,Blue,3.4,top
479912,Tunic,Frontpage_Header,Blue,3.1,top
369145,T-Shirt,Category_Highlight,Blue,2.8,top
110473,Tunic,Display_Ad_Campaign,Multi-Color,5.4,top
170651,Polo-Shirt,Display_Ad_Campaign,Multi-Color,4.5,top
962405,Sweatshirt,Catalog,Orange,4.0,top
732946,Tunic,Frontpage_Header,Blue,3.2,top
144065,T-Shirt,Catalog,Black,4.0,top
389908,Sweatshirt,Display_Ad_Campaign,Blue,3.3,top
599380,Polo-Shirt,Display_Ad_Campaign,Yellow,5.1,top
373752,Sweatshirt,Frontpage_Header,Blue,3.3,top
317619,Sweatshirt,Display_Ad_Campaign,Red,1.8,flop
389588,Sweatshirt,Category_Highlight,Black,4.2,top
807147,Tunic,Catalog,Pink,3.9,flop
378936,Polo-Shirt,Display_Ad_Campaign,Multi-Color,3.1,top
431399,Polo-Shirt,Frontpage_Header,Brown,2.2,top
281559,Tunic,Display_Ad_Campaign,Multi-Color,4.7,top
306379,Blouse,Display_Ad_Campaign,Blue,4.2,top
324665,Sweatshirt,Catalog,Red,0.9,flop
921979,Polo-Shirt,Catalog,Pink,4.4,top
980588,Polo-Shirt,Catalog,Orange,3.2,top
851486,Hoodie,Catalog,Green,3.9,top
588211,Tunic,Catalog,Red,3.5,flop
148867,Sweatshirt,Category_Highlight,Red,1.2,flop
735983,Sweatshirt,Category_Highlight,Blue,2.9,top
930063,Sweatshirt,Display_Ad_Campaign,Orange,4.2,top
224291,Sweatshirt,Frontpage_Header,Green,3.2,top
264795,T-Shirt,Category_Highlight,Multi-Color,3.0,top
293733,T-Shirt,Category_Highlight,Green,4.7,top
558982,Polo-Shirt,Display_Ad_Campaign,Yellow,4.5,flop
598637,Hoodie,Display_Ad_Campaign,Blue,3.1,top
515275,Polo-Shirt,Category_Highlight,Red,3.5,flop
728121,Polo-Shirt,Catalog,Red,2.4,flop
123133,T-Shirt,Frontpage_Header,Yellow,4.6,top
755610,Tunic,Frontpage_Header,Multi-Color,4.1,top
611069,T-Shirt,Category_Highlight,Multi-Color,3.6,top
829796,Tunic,Category_Highlight,Brown,4.8,top
577915,Sweatshirt,Catalog,Black,4.9,top
549699,T-Shirt,Frontpage_Header,Red,3.8,top
788709,Blouse,Frontpage_Header,Orange,4.5,top
490915,T-Shirt,Category_Highlight,Multi-Color,3.5,top
931529,Tunic,Catalog,Green,3.0,flop
877121,T-Shirt,Catalog,Green,4.0,top
152206,Hoodie,Display_Ad_Campaign,Yellow,5.5,top
432377,Hoodie,Frontpage_Header,Green,3.0,top
164761,T-Shirt,Category_Highlight,Multi-Color,4.1,top
651801,Polo-Shirt,Frontpage_Header,Blue,4.1,top
813025,Tunic,Catalog,Green,2.9,flop
758110,Blouse,Frontpage_Header,Red,3.3,flop
215009,Hoodie,Catalog,Orange,2.9,top
683105,T-Shirt,Category_Highlight,Yellow,4.0,top
509478,Sweatshirt,Display_Ad_Campaign,Black,3.0,top
141313,Sweatshirt,Catalog,Blue,5.3,top
960613,T-Shirt,Catalog,Multi-Color,1.8,flop
738963,Sweatshirt,Frontpage_Header,Green,3.7,top
483676,Blouse,Frontpage_Header,Black,4.8,top
128041,Polo-Shirt,Frontpage_Header,Yellow,2.3,flop
849474,Sweatshirt,Catalog,Multi-Color,2.0,top
394693,T-Shirt,Display_Ad_Campaign,Multi-Color,1.7,flop
911261,Tunic,Frontpage_Header,Blue,3.3,top
835336,Tunic,Frontpage_Header,Blue,3.4,top
188444,Tunic,Category_Highlight,Brown,4.5,top
792658,Hoodie,Category_Highlight,White,3.4,top
909061,Blouse,Category_Highlight,White,4.4,top
122146,Polo-Shirt,Category_Highlight,Pink,2.7,flop
141719,Blouse,Frontpage_Header,Blue,4.3,top
781082,Blouse,Catalog,Red,4.2,top
855322,Sweatshirt,Frontpage_Header,Red,4.6,top
697405,Polo-Shirt,Catalog,Yellow,2.5,flop
530421,T-Shirt,Category_Highlight,Blue,2.7,flop
134787,T-Shirt,Display_Ad_Campaign,Blue,4.6,top
888648,T-Shirt,Catalog,Yellow,4.3,top
423733,T-Shirt,Catalog,Orange,4.8,top
420089,Polo-Shirt,Display_Ad_Campaign,Pink,4.9,top
513501,Hoodie,Catalog,Orange,4.1,top
582997,Hoodie,Catalog,Yellow,2.7,flop
846110,Sweatshirt,Frontpage_Header,Pink,3.1,top
334255,T-Shirt,Catalog,Multi-Color,1.1,top
974066,Sweatshirt,Catalog,Orange,4.0,top
543105,T-Shirt,Catalog,Blue,3.8,top
385049,Polo-Shirt,Frontpage_Header,Multi-Color,2.8,flop
651883,T-Shirt,Category_Highlight,Green,5.0,top
981313,T-Shirt,Category_Highlight,Yellow,4.8,top
621941,Polo-Shirt,Frontpage_Header,Brown,2.8,flop
676594,Blouse,Display_Ad_Campaign,Yellow,3.7,top
521351,Polo-Shirt,Catalog,Yellow,3.5,flop
860395,Sweatshirt,Catalog,Black,5.0,top
507782,T-Shirt,Category_Highlight,Multi-Color,3.3,top
478543,Polo-Shirt,Category_Highlight,Multi-Color,3.8,flop
581063,Polo-Shirt,Frontpage_Header,White,3.0,flop
189840,Polo-Shirt,Category_Highlight,Black,3.6,top
729161,Tunic,Display_Ad_Campaign,Multi-Color,4.7,top
583471,T-Shirt,Catalog,Red,5.2,top
489568,Blouse,Frontpage_Header,Pink,4.7,top
879951,Blouse,Category_Highlight,Black,3.0,top
759286,Sweatshirt,Catalog,Multi-Color,2.4,flop
319742,Polo-Shirt,Category_Highlight,Multi-Color,3.3,flop
453388,Sweatshirt,Frontpage_Header,Pink,3.1,top
744945,Polo-Shirt,Display_Ad_Campaign,Pink,3.9,top
103017,Sweatshirt,Display_Ad_Campaign,Orange,5.2,flop
928213,T-Shirt,Frontpage_Header,Red,4.6,top
446193,Blouse,Display_Ad_Campaign,Blue,4.8,top
879925,Sweatshirt,Display_Ad_Campaign,Blue,3.3,top
438357,T-Shirt,Category_Highlight,Multi-Color,1.5,flop
334178,Sweatshirt,Category_Highlight,Multi-Color,1.0,flop
224371,Polo-Shirt,Category_Highlight,Orange,2.9,flop
649507,Blouse,Catalog,Yellow,3.4,top
844013,Blouse,Display_Ad_Campaign,Green,5.1,top
944073,Sweatshirt,Display_Ad_Campaign,Blue,3.1,top
278538,Polo-Shirt,Catalog,Multi-Color,3.4,flop
376659,Blouse,Display_Ad_Campaign,Brown,4.4,flop
645713,Polo-Shirt,Frontpage_Header,Yellow,2.6,flop
499083,Sweatshirt,Catalog,Red,2.2,flop
975725,T-Shirt,Catalog,Blue,3.7,flop
915956,Polo-Shirt,Category_Highlight,Green,3.2,top
915445,T-Shirt,Category_Highlight,Blue,2.9,top
327744,Tunic,Category_Highlight,Blue,4.2,top
196935,T-Shirt,Frontpage_Header,Multi-Color,3.6,top
240306,Tunic,Frontpage_Header,Blue,3.0,top
824560,Tunic,Frontpage_Header,Blue,3.4,top
587658,Sweatshirt,Catalog,Multi-Color,2.5,flop
936149,Blouse,Catalog,Yellow,3.8,flop
733085,Hoodie,Category_Highlight,White,4.8,top
169349,Polo-Shirt,Catalog,Yellow,4.1,top
641045,Sweatshirt,Category_Highlight,Red,1.9,flop
599805,T-Shirt,Catalog,Multi-Color,5.0,top
372092,Sweatshirt,Category_Highlight,Green,4.0,top
648477,Polo-Shirt,Frontpage_Header,Brown,2.8,flop
641067,T-Shirt,Category_Highlight,Green,4.2,flop
349500,Sweatshirt,Category_Highlight,Green,2.7,flop
103822,Sweatshirt,Catalog,Red,2.6,flop
369283,Polo-Shirt,Display_Ad_Campaign,Multi-Color,4.6,top
495099,T-Shirt,Category_Highlight,Red,3.6,top
485437,Sweatshirt,Display_Ad_Campaign,Black,4.6,top
628244,T-Shirt,Frontpage_Header,Yellow,4.7,top
900816,T-Shirt,Frontpage_Header,Pink,5.0,top
919088,Polo-Shirt,Display_Ad_Campaign,Yellow,5.1,top
627925,T-Shirt,Category_Highlight,Green,5.3,top
649267,Sweatshirt,Catalog,Blue,4.5,top
682826,Tunic,Category_Highlight,Blue,4.8,top
575681,Sweatshirt,Catalog,Yellow,2.8,top
622514,Hoodie,Catalog,Multi-Color,3.0,top
182528,Hoodie,Category_Highlight,White,4.6,flop
457060,T-Shirt,Frontpage_Header,Yellow,4.7,top
554649,Sweatshirt,Display_Ad_Campaign,Orange,3.7,top
722778,Sweatshirt,Catalog,Multi-Color,2.0,flop
413140,Sweatshirt,Frontpage_Header,Green,2.6,top
303229,Blouse,Display_Ad_Campaign,Red,2.3,flop
940113,Polo-Shirt,Catalog,Yellow,4.3,top
873556,T-Shirt,Category_Highlight,Yellow,3.2,top
391208,Hoodie,Category_Highlight,Yellow,3.2,top
856063,Sweatshirt,Catalog,Orange,3.9,top
817108,Tunic,Category_Highlight,Multi-Color,3.5,top
321608,Hoodie,Frontpage_Header,Pink,3.1,top
331352,Hoodie,Category_Highlight,White,3.7,top
374865,Blouse,Display_Ad_Campaign,Brown,5.0,top
827611,T-Shirt,Display_Ad_Campaign,Red,1.4,flop
204244,Tunic,Frontpage_Header,Blue,2.9,top
772954,Polo-Shirt,Catalog,Pink,4.0,top
656106,Tunic,Category_Highlight,Blue,2.7,top
585399,Polo-Shirt,Catalog,Pink,2.7,flop
764256,T-Shirt,Category_Highlight,Yellow,5.1,top
445251,Blouse,Display_Ad_Campaign,Blue,5.0,top
536083,Sweatshirt,Catalog,Red,2.1,top
129163,Tunic,Category_Highlight,Blue,4.5,top
306285,Blouse,Display_Ad_Campaign,Blue,4.0,top
984435,T-Shirt,Category_Highlight,Red,5.1,top
863868,Blouse,Catalog,Red,4.5,top
255467,Polo-Shirt,Category_Highlight,Multi-Color,3.4,flop
126694,T-Shirt,Display_Ad_Campaign,Black,3.6,top
544104,Blouse,Category_Highlight,Red,1.9,flop
409052,Polo-Shirt,Category_Highlight,Pink,2.4,flop
737695,Polo-Shirt,Frontpage_Header,White,4.5,top
361129,Blouse,Catalog,Multi-Color,4.7,top
532536,Tunic,Category_Highlight,Brown,3.6,top
178007,Hoodie,Category_Highlight,Multi-Color,2.5,flop
984712,Hoodie,Catalog,Red,1.6,flop
190507,Tunic,Display_Ad_Campaign,Multi-Color,4.1,top
166288,Polo-Shirt,Display_Ad_Campaign,Yellow,5.1,top
160048,Blouse,Category_Highlight,Multi-Color,3.1,top
588130,Sweatshirt,Display_Ad_Campaign,Multi-Color,2.8,flop
813789,Sweatshirt,Frontpage_Header,Blue,4.4,top
918267,Blouse,Catalog,Pink,3.5,flop
467423,Tunic,Category_Highlight,Red,3.3,flop
822675,Tunic,Display_Ad_Campaign,Black,3.4,flop
635353,Tunic,Category_Highlight,Brown,4.3,top
622913,Blouse,Frontpage_Header,Red,4.7,top
972994,Tunic,Category_Highlight,Green,3.8,top
154494,Blouse,Catalog,Yellow,3.6,top
533762,Blouse,Frontpage_Header,Blue,3.9,top
254940,Tunic,Category_Highlight,Green,3.8,top
119522,Polo-Shirt,Display_Ad_Campaign,Black,3.4,flop
398723,Tunic,Display_Ad_Campaign,Black,3.3,flop
285153,Sweatshirt,Catalog,Black,5.0,top
820735,Polo-Shirt,Frontpage_Header,Orange,2.5,flop
838045,Sweatshirt,Display_Ad_Campaign,Blue,3.2,top
573384,Polo-Shirt,Frontpage_Header,Yellow,2.2,flop
949531,Sweatshirt,Frontpage_Header,Blue,3.4,top
708334,Blouse,Category_Highlight,Yellow,3.9,top
623865,Blouse,Frontpage_Header,Blue,3.6,top
647257,Sweatshirt,Category_Highlight,Red,1.4,flop
661904,Blouse,Frontpage_Header,Black,4.2,top
437669,T-Shirt,Category_Highlight,Pink,3.1,top
185223,Polo-Shirt,Catalog,Pink,3.7,top
422084,Sweatshirt,Display_Ad_Campaign,Orange,4.7,flop
579514,Blouse,Category_Highlight,Pink,3.9,top
424636,Hoodie,Catalog,Red,2.8,top
307618,T-Shirt,Catalog,Black,3.5,top
290788,Sweatshirt,Display_Ad_Campaign,Blue,3.6,top
967965,Blouse,Display_Ad_Campaign,Blue,4.6,top
109855,Sweatshirt,Catalog,Black,5.2,top
868732,Blouse,Display_Ad_Campaign,Red,4.0,top
903265,T-Shirt,Catalog,Black,3.5,top
344079,T-Shirt,Frontpage_Header,Yellow,3.9,top
813701,Blouse,Display_Ad_Campaign,Brown,5.6,top
573572,Polo-Shirt,Catalog,Multi-Color,3.6,flop
858285,Sweatshirt,Frontpage_Header,Green,3.5,flop
468088,Sweatshirt,Catalog,Multi-Color,1.9,flop
728702,Tunic,Catalog,Green,3.0,top
289500,Tunic,Catalog,Black,3.0,flop
248484,Polo-Shirt,Catalog,Orange,4.1,top
124804,T-Shirt,Category_Highlight,Multi-Color,3.7,top
501768,Blouse,Frontpage_Header,Red,4.0,flop
178410,T-Shirt,Category_Highlight,Multi-Color,4.6,top
705880,T-Shirt,Category_Highlight,Green,4.9,top
233502,Hoodie,Category_Highlight,Brown,3.9,top
661587,Blouse,Display_Ad_Campaign,Blue,3.9,top
429178,Sweatshirt,Display_Ad_Campaign,White,2.6,flop
605726,Sweatshirt,Catalog,Orange,4.6,top
620593,Tunic,Category_Highlight,Red,3.6,flop
731061,Tunic,Frontpage_Header,Blue,3.0,top
763770,Blouse,Category_Highlight,Red,3.9,flop
116339,Polo-Shirt,Category_Highlight,Brown,3.5,top
826585,Tunic,Display_Ad_Campaign,Black,2.1,flop
847855,Tunic,Frontpage_Header,Blue,3.1,top
302640,Polo-Shirt,Display_Ad_Campaign,Yellow,5.2,top
857958,Blouse,Category_Highlight,Red,2.6,top
303065,Sweatshirt,Catalog,Brown,4.7,top
907927,Blouse,Frontpage_Header,Blue,3.6,top
226916,Blouse,Frontpage_Header,Red,3.8,top
242317,T-Shirt,Category_Highlight,Red,4.8,top
480304,T-Shirt,Category_Highlight,Yellow,4.2,flop
257620,Tunic,Frontpage_Header,Multi-Color,3.1,top
554190,Tunic,Catalog,Yellow,2.9,top
231637,Polo-Shirt,Category_Highlight,Black,2.9,top
404108,Sweatshirt,Catalog,Black,5.1,top
761950,Blouse,Frontpage_Header,Blue,3.9,top
392923,Sweatshirt,Catalog,Orange,4.4,top
797015,Blouse,Frontpage_Header,Multi-Color,3.1,flop
260710,Blouse,Display_Ad_Campaign,Blue,4.6,top
730998,T-Shirt,Catalog,Multi-Color,1.3,flop
971004,Blouse,Frontpage_Header,Black,4.9,top
289984,Tunic,Frontpage_Header,White,3.1,flop
823148,Hoodie,Catalog,Yellow,3.0,flop
492590,Sweatshirt,Category_Highlight,Multi-Color,1.8,top
244616,T-Shirt,Category_Highlight,Yellow,4.4,top
276800,Polo-Shirt,Catalog,White,1.8,flop
445013,Blouse,Frontpage_Header,Blue,4.2,top
346880,T-Shirt,Frontpage_Header,Yellow,4.0,top
152665,Sweatshirt,Catalog,Orange,1.9,flop
643422,T-Shirt,Catalog,Multi-Color,4.9,top
478050,Polo-Shirt,Category_Highlight,Multi-Color,2.3,flop
827257,Polo-Shirt,Category_Highlight,Blue,1.7,flop
913002,Tunic,Catalog,Green,2.8,flop
699053,Tunic,Category_Highlight,Blue,4.6,top
132967,Hoodie,Catalog,Orange,2.8,top
897230,Sweatshirt,Catalog,Multi-Color,1.8,flop
570973,Tunic,Catalog,Pink,5.3,top
378703,Tunic,Display_Ad_Campaign,Multi-Color,4.6,top
809813,Blouse,Display_Ad_Campaign,Black,3.9,top
850063,Tunic,Catalog,Green,3.4,top
685925,Polo-Shirt,Display_Ad_Campaign,Yellow,4.4,top
144356,Hoodie,Catalog,Black,5.2,top
491051,T-Shirt,Category_Highlight,Red,4.0,top
613368,Blouse,Display_Ad_Campaign,Brown,4.9,flop
302998,Tunic,Category_Highlight,Green,3.2,top
870361,Sweatshirt,Catalog,Black,5.1,top
195209,T-Shirt,Catalog,Black,3.5,top
377842,Blouse,Frontpage_Header,Red,4.9,top
791433,T-Shirt,Catalog,Red,4.3,top
271784,Tunic,Display_Ad_Campaign,Multi-Color,3.8,top
630448,Polo-Shirt,Frontpage_Header,Brown,2.5,flop
556114,T-Shirt,Catalog,Black,2.2,top
546071,Blouse,Catalog,Blue,4.8,top
751315,Tunic,Category_Highlight,Green,4.4,top
368162,Sweatshirt,Display_Ad_Campaign,Blue,3.6,top
177640,Tunic,Category_Highlight,Green,3.4,top
627540,Tunic,Category_Highlight,Red,2.9,top
166064,Hoodie,Category_Highlight,Yellow,3.3,flop
825086,Blouse,Frontpage_Header,Black,4.2,top
482436,Polo-Shirt,Display_Ad_Campaign,Yellow,5.0,top
514987,T-Shirt,Display_Ad_Campaign,Black,3.5,top
847774,Tunic,Category_Highlight,Yellow,3.9,top
633643,Sweatshirt,Catalog,Orange,3.4,top
984747,Blouse,Frontpage_Header,Blue,4.1,top
694200,T-Shirt,Category_Highlight,Yellow,3.7,top
296389,T-Shirt,Catalog,Red,4.6,top
354801,Sweatshirt,Display_Ad_Campaign,Black,3.6,top
655349,Blouse,Frontpage_Header,Blue,3.6,top
120554,Tunic,Category_Highlight,Brown,4.5,top
692880,T-Shirt,Catalog,Multi-Color,3.9,top
916119,Blouse,Frontpage_Header,Blue,2.7,top
582969,T-Shirt,Catalog,Black,3.8,top
820543,Sweatshirt,Catalog,Black,4.4,top
297022,Tunic,Display_Ad_Campaign,Multi-Color,4.8,top
816669,T-Shirt,Category_Highlight,Red,3.4,top
591935,T-Shirt,Catalog,Multi-Color,1.2,top
498354,Sweatshirt,Catalog,Green,4.0,top
546118,Hoodie,Display_Ad_Campaign,Blue,3.9,top
581053,Polo-Shirt,Catalog,Yellow,3.6,top
194689,Tunic,Category_Highlight,Brown,4.4,top
231121,T-Shirt,Frontpage_Header,Blue,3.8,top
884923,Hoodie,Catalog,Red,1.4,flop
169369,Polo-Shirt,Category_Highlight,Blue,3.3,flop
755812,Blouse,Frontpage_Header,Multi-Color,2.4,flop
499596,Tunic,Display_Ad_Campaign,Multi-Color,3.7,top
387623,Blouse,Category_Highlight,Green,4.8,top
408741,Sweatshirt,Display_Ad_Campaign,Red,2.0,top
809721,Blouse,Category_Highlight,Blue,2.5,flop
200531,Blouse,Display_Ad_Campaign,Blue,5.4,top
412098,Tunic,Display_Ad_Campaign,Multi-Color,3.6,top
448459,Polo-Shirt,Catalog,Multi-Color,2.7,flop
541563,Polo-Shirt,Frontpage_Header,Green,2.6,flop
804688,Blouse,Frontpage_Header,Blue,5.5,top
843504,Tunic,Frontpage_Header,Multi-Color,3.6,top
713278,Sweatshirt,Catalog,Orange,5.0,top
450655,Blouse,Frontpage_Header,Black,5.2,top
912230,Sweatshirt,Catalog,Orange,3.6,top
502645,T-Shirt,Display_Ad_Campaign,Black,3.9,top
346469,Sweatshirt,Catalog,Orange,4.0,top
174836,Polo-Shirt,Display_Ad_Campaign,Yellow,4.9,flop
113298,Tunic,Catalog,Pink,3.3,top
204272,T-Shirt,Catalog,Black,3.5,top
829790,Sweatshirt,Catalog,Red,2.3,flop
287106,Blouse,Catalog,Black,3.9,top
576548,Tunic,Catalog,Red,2.8,flop
284778,T-Shirt,Display_Ad_Campaign,Black,3.1,top
477042,T-Shirt,Frontpage_Header,Pink,4.8,flop
255272,Tunic,Category_Highlight,Red,2.5,flop
924609,T-Shirt,Catalog,Multi-Color,1.4,flop
369766,T-Shirt,Catalog,Red,4.0,top
536577,Hoodie,Frontpage_Header,White,3.3,top
